signature_id,Sub_Status,status_message_id,signature
,0xC00000FF,STATUS_BAD_FUNCTION_TABLE,"A malformed function table was encountered during an unwind operation"
,0xC0000100,STATUS_VARIABLE_NOT_FOUND,"Indicates the specified environment variable name was not found in the specified environment block"
,0xC0000101,STATUS_DIRECTORY_NOT_EMPTY,"Indicates that the directory trying to be deleted is not empty"
,0xC0000102,STATUS_FILE_CORRUPT_ERROR,"{Corrupt File} The file or directory %hs is corrupt and unreadable. Please run the Chkdsk utility"
,0xC0000103,STATUS_NOT_A_DIRECTORY,"A requested opened file is not a directory"
,0xC0000104,STATUS_BAD_LOGON_SESSION_STATE,"The logon session is not in a state that is consistent with the requested operation"
,0xC0000105,STATUS_LOGON_SESSION_COLLISION,"An internal LSA error has occurred. An authentication package has requested the creation of a Logon Session but the ID of an already existing Logon Session has been specified"
,0xC0000106,STATUS_NAME_TOO_LONG,"A specified name string is too long for its intended use"
,0xC0000107,STATUS_FILES_OPEN,"The user attempted to force close the files on a redirected drive, but there were opened files on the drive, and the user did not specify a sufficient level of force"
,0xC0000108,STATUS_CONNECTION_IN_USE,"The user attempted to force close the files on a redirected drive, but there were opened directories on the drive, and the user did not specify a sufficient level of force"
,0xC0000109,STATUS_MESSAGE_NOT_FOUND,"RtlFindMessage could not locate the requested message ID in the message table resource"
,0xC000010A,STATUS_PROCESS_IS_TERMINATING,"An attempt was made to access an exiting process"
,0xC000010B,STATUS_INVALID_LOGON_TYPE,"Indicates an invalid value has been provided for the LogonType requested"
,0xC000010C,STATUS_NO_GUID_TRANSLATION,"Indicates that an attempt was made to assign protection to a file system file or directory and one of the SIDs in the security descriptor could not be translated into a GUID that could be stored by the file system. This causes the protection attempt to fail, which may cause a file creation attempt to fail"
,0xC000010D,STATUS_CANNOT_IMPERSONATE,"Indicates that an attempt has been made to impersonate via a named pipe that has not yet been read from"
,0xC000010E,STATUS_IMAGE_ALREADY_LOADED,"Indicates that the specified image is already loaded"
,0xC000010F,STATUS_ABIOS_NOT_PRESENT,"STATUS_ABIOS_NOT_PRESENT"
,0xC0000110,STATUS_ABIOS_LID_NOT_EXIST,"STATUS_ABIOS_LID_NOT_EXIST"
,0xC0000111,STATUS_ABIOS_LID_ALREADY_OWNED,"STATUS_ABIOS_LID_ALREADY_OWNED"
,0xC0000112,STATUS_ABIOS_NOT_LID_OWNER,"STATUS_ABIOS_NOT_LID_OWNER"
,0xC0000113,STATUS_ABIOS_INVALID_COMMAND,"STATUS_ABIOS_INVALID_COMMAND"
,0xC0000114,STATUS_ABIOS_INVALID_LID,"STATUS_ABIOS_INVALID_LID"
,0xC0000115,STATUS_ABIOS_SELECTOR_NOT_AVAILABLE,"STATUS_ABIOS_SELECTOR_NOT_AVAILABLE"
,0xC0000116,STATUS_ABIOS_INVALID_SELECTOR,"STATUS_ABIOS_INVALID_SELECTOR"
,0xC0000117,STATUS_NO_LDT,"Indicates that an attempt was made to change the size of the LDT for a process that has no LDT"
,0xC0000118,STATUS_INVALID_LDT_SIZE,"Indicates that an attempt was made to grow an LDT by setting its size, or that the size was not an even number of selectors"
,0xC0000119,STATUS_INVALID_LDT_OFFSET,"Indicates that the starting value for the LDT information was not an integral multiple of the selector size"
,0xC000011A,STATUS_INVALID_LDT_DESCRIPTOR,"Indicates that the user supplied an invalid descriptor when trying to set up Ldt descriptors"
,0xC000011B,STATUS_INVALID_IMAGE_NE_FORMAT,"The specified image file did not have the correct format. It appears to be NE format"
,0xC000011C,STATUS_RXACT_INVALID_STATE,"Indicates that the transaction state of a registry sub-tree is incompatible with the requested operation. For example, a request has been made to start a new transaction with one already in progress, or a request has been made to apply a transaction when one is not currently in progress"
,0xC000011D,STATUS_RXACT_COMMIT_FAILURE,"Indicates an error has occurred during a registry transaction commit. The database has been left in an unknown, but probably inconsistent, state. The state of the registry transaction is left as COMMITTING"
,0xC000011E,STATUS_MAPPED_FILE_SIZE_ZERO,"An attempt was made to map a file of size zero with the maximum size specified as zero"
,0xC000011F,STATUS_TOO_MANY_OPENED_FILES,"Too many files are opened on a remote server. This error should only be returned by the Windows redirector on a remote drive"
,0xC0000120,STATUS_CANCELLED,"The I/O request was canceled"
,0xC0000121,STATUS_CANNOT_DELETE,"An attempt has been made to remove a file or directory that cannot be deleted"
,0xC0000122,STATUS_INVALID_COMPUTER_NAME,"Indicates a name specified as a remote computer name is syntactically invalid"
,0xC0000123,STATUS_FILE_DELETED,"An I/O request other than close was performed on a file after it has been deleted, which can only happen to a request which did not complete before the last handle was closed via NtClose"
,0xC0000124,STATUS_SPECIAL_ACCOUNT,"Indicates an operation has been attempted on a built-in (special) SAM account which is incompatible with built-in accounts. For example, built-in accounts cannot be deleted"
,0xC0000125,STATUS_SPECIAL_GROUP,"The operation requested may not be performed on the specified group because it is a built-in special group"
,0xC0000126,STATUS_SPECIAL_USER,"The operation requested may not be performed on the specified user because it is a built-in special user"
,0xC0000127,STATUS_MEMBERS_PRIMARY_GROUP,"Indicates a member cannot be removed from a group because the group is currently the member's primary group"
,0xC0000128,STATUS_FILE_CLOSED,"An I/O request other than close and several other special case operations was attempted using a file object that had already been closed"
,0xC0000129,STATUS_TOO_MANY_THREADS,"Indicates a process has too many threads to perform the requested action. For example, assignment of a primary token may only be performed when a process has zero or one threads"
,0xC000012A,STATUS_THREAD_NOT_IN_PROCESS,"An attempt was made to operate on a thread within a specific process, but the thread specified is not in the process specified"
,0xC000012B,STATUS_TOKEN_ALREADY_IN_USE,"An attempt was made to establish a token for use as a primary token but the token is already in use. A token can only be the primary token of one process at a time"
,0xC000012C,STATUS_PAGEFILE_QUOTA_EXCEEDED,"Page file quota was exceeded"
,0xC000012D,STATUS_COMMITMENT_LIMIT,"{Out of Virtual Memory} Your system is low on virtual memory. To ensure that Windows runs properly, increase the size of your virtual memory paging file. For more information, see Help"
,0xC000012E,STATUS_INVALID_IMAGE_LE_FORMAT,"The specified image file did not have the correct format, it appears to be LE format"
,0xC000012F,STATUS_INVALID_IMAGE_NOT_MZ,"The specified image file did not have the correct format, it did not have an initial MZ"
,0xC0000130,STATUS_INVALID_IMAGE_PROTECT,"The specified image file did not have the correct format, it did not have a proper e_lfarlc in the MZ header"
,0xC0000131,STATUS_INVALID_IMAGE_WIN_16,"The specified image file did not have the correct format, it appears to be a 16-bit Windows image"
,0xC0000132,STATUS_LOGON_SERVER_CONFLICT,"The Netlogon service cannot start because another Netlogon service running in the domain conflicts with the specified role"
4625,0xC0000133,STATUS_TIME_DIFFERENCE_AT_DC,"The time at the Primary Domain Controller is different than the time at the Backup Domain Controller or member server by too large an amount"
,0xC0000134,STATUS_SYNCHRONIZATION_REQUIRED,"The SAM database on a Windows Server is significantly out of synchronization with the copy on the Domain Controller. A complete synchronization is required"
,0xC0000135,STATUS_DLL_NOT_FOUND,"The code execution cannot proceed because %hs was not found. Reinstalling the program may fix this problem"
,0xC0000136,STATUS_OPEN_FAILED,"The NtCreateFile API failed. This error should never be returned to an application, it is a place holder for the Windows Lan Manager Redirector to use in its internal error mapping routines"
,0xC0000137,STATUS_IO_PRIVILEGE_FAILED,"{Privilege Failed} The I/O permissions for the process could not be changed"
,0xC0000138,STATUS_ORDINAL_NOT_FOUND,"{Ordinal Not Found} The ordinal %ld could not be located in the dynamic link library %hs"
,0xC0000139,STATUS_ENTRYPOINT_NOT_FOUND,"{Entry Point Not Found} The procedure entry point %hs could not be located in the dynamic link library %hs"
,0xC000013A,STATUS_CONTROL_C_EXIT,"{Application Exit by CTRL+C} The application terminated as a result of a CTRL+C"
,0xC000013B,STATUS_LOCAL_DISCONNECT,"{Virtual Circuit Closed} The network transport on your computer has closed a network connection. There may or may not be I/O requests outstanding"
,0xC000013C,STATUS_REMOTE_DISCONNECT,"{Virtual Circuit Closed} The network transport on a remote computer has closed a network connection. There may or may not be I/O requests outstanding"
,0xC000013D,STATUS_REMOTE_RESOURCES,"{Insufficient Resources on Remote Computer} The remote computer has insufficient resources to complete the network request. For instance, there may not be enough memory available on the remote computer to carry out the request at this time"
,0xC000013E,STATUS_LINK_FAILED,"{Virtual Circuit Closed} An existing connection (virtual circuit) has been broken at the remote computer. There is probably something wrong with the network software protocol or the network hardware on the remote computer"
,0xC000013F,STATUS_LINK_TIMEOUT,"{Virtual Circuit Closed} The network transport on your computer has closed a network connection because it had to wait too long for a response from the remote computer"
,0xC0000140,STATUS_INVALID_CONNECTION,"The connection handle given to the transport was invalid"
,0xC0000141,STATUS_INVALID_ADDRESS,"The address handle given to the transport was invalid"
,0xC0000142,STATUS_DLL_INIT_FAILED,"{DLL Initialization Failed} Initialization of the dynamic link library %hs failed. The process is terminating abnormally"
,0xC0000143,STATUS_MISSING_SYSTEMFILE,"{Missing System File} The required system file %hs is bad or missing"
,0xC0000144,STATUS_UNHANDLED_EXCEPTION,"{Application Error} The exception %s (0x%08lx) occurred in the application at location 0x%p"
,0xC0000145,STATUS_APP_INIT_FAILURE,"{Application Error} The application was unable to start correctly (0x%lx). Click OK to close the application"
,0xC0000146,STATUS_PAGEFILE_CREATE_FAILED,"{Unable to Create Paging File} The creation of the paging file %hs failed (%lx). The requested size was %ld"
,0xC0000147,STATUS_NO_PAGEFILE,"{No Paging File Specified} No paging file was specified in the system configuration"
,0xC0000148,STATUS_INVALID_LEVEL,"{Incorrect System Call Level} An invalid level was passed into the specified system call"
,0xC0000149,STATUS_WRONG_PASSWORD_CORE,"{Incorrect Password to LAN Manager Server} You specified an incorrect password to a LAN Manager 2.x or MS-NET server"
,0xC000014A,STATUS_ILLEGAL_FLOAT_CONTEXT,"{EXCEPTION} A real-mode application issued a floating-point instruction and floating-point hardware is not present"
,0xC000014B,STATUS_PIPE_BROKEN,"The pipe operation has failed because the other end of the pipe has been closed"
,0xC000014C,STATUS_REGISTRY_CORRUPT,"{The Registry Is Corrupt} The structure of one of the files that contains Registry data is corrupt, or the image of the file in memory is corrupt, or the file could not be recovered because the alternate copy or log was absent or corrupt"
,0xC000014D,STATUS_REGISTRY_IO_FAILED,"An I/O operation initiated by the Registry failed unrecoverably. The Registry could not read in, or write out, or flush, one of the files that contain the system's image of the Registry"
,0xC000014E,STATUS_NO_EVENT_PAIR,"An event pair synchronization operation was performed using the thread specific client/server event pair object, but no event pair object was associated with the thread"
,0xC000014F,STATUS_UNRECOGNIZED_VOLUME,"The volume does not contain a recognized file system. Please make sure that all required file system drivers are loaded and that the volume is not corrupt"
,0xC0000150,STATUS_SERIAL_NO_DEVICE_INITED,"No serial device was successfully initialized. The serial driver will unload"
,0xC0000151,STATUS_NO_SUCH_ALIAS,"The specified local group does not exist"
,0xC0000152,STATUS_MEMBER_NOT_IN_ALIAS,"The specified account name is not a member of the group"
,0xC0000153,STATUS_MEMBER_IN_ALIAS,"The specified account name is already a member of the group"
,0xC0000154,STATUS_ALIAS_EXISTS,"The specified local group already exists"
,0xC0000155,STATUS_LOGON_NOT_GRANTED,"A requested type of logon (e.g, Interactive, Network, Service) is not granted by the target system's local security policy. Please ask the system administrator to grant the necessary form of logon"
,0xC0000156,STATUS_TOO_MANY_SECRETS,"The maximum number of secrets that may be stored in a single system has been exceeded. The length and number of secrets is limited to satisfy United States State Department export restrictions"
,0xC0000157,STATUS_SECRET_TOO_LONG,"The length of a secret exceeds the maximum length allowed. The length and number of secrets is limited to satisfy United States State Department export restrictions"
,0xC0000158,STATUS_INTERNAL_DB_ERROR,"The Local Security Authority (LSA) database contains an internal inconsistency"
,0xC0000159,STATUS_FULLSCREEN_MODE,"The requested operation cannot be performed in fullscreen mode"
,0xC000015A,STATUS_TOO_MANY_CONTEXT_IDS,"During a logon attempt, the user's security context accumulated too many security IDs. This is a very unusual situation. Remove the user from some global or local groups to reduce the number of security ids to incorporate into the security context"
4625,0xC000015B,STATUS_LOGON_TYPE_NOT_GRANTED,"A user has requested a type of logon (e.g, interactive or network) that has not been granted. An administrator has control over who may logon interactively and through the network"
,0xC000015C,STATUS_NOT_REGISTRY_FILE,"The system has attempted to load or restore a file into the registry, and the specified file is not in the format of a registry file"
,0xC000015D,STATUS_NT_CROSS_ENCRYPTION_REQUIRED,"An attempt was made to change a user password in the security account manager without providing the necessary Windows cross-encrypted password"
,0xC000015E,STATUS_DOMAIN_CTRLR_CONFIG_ERROR,"A Windows Server has an incorrect configuration"
,0xC000015F,STATUS_FT_MISSING_MEMBER,"An attempt was made to explicitly access the secondary copy of information via a device control to the Fault Tolerance driver and the secondary copy is not present in the system"
,0xC0000160,STATUS_ILL_FORMED_SERVICE_ENTRY,"A configuration registry node representing a driver service entry was ill-formed and did not contain required value entries"
,0xC0000161,STATUS_ILLEGAL_CHARACTER,"An illegal character was encountered. For a multi-byte character set this includes a lead byte without a succeeding trail byte. For the Unicode character set this includes the characters 0xFFFF and 0xFFFE"
,0xC0000162,STATUS_UNMAPPABLE_CHARACTER,"No mapping for the Unicode character exists in the target multi-byte code page"
,0xC0000163,STATUS_UNDEFINED_CHARACTER,"The Unicode character is not defined in the Unicode character set installed on the system"
,0xC0000164,STATUS_FLOPPY_VOLUME,"The paging file cannot be created on a floppy diskette"
,0xC0000165,STATUS_FLOPPY_ID_MARK_NOT_FOUND,"{Floppy Disk Error} While accessing a floppy disk, an ID address mark was not found"
,0xC0000166,STATUS_FLOPPY_WRONG_CYLINDER,"{Floppy Disk Error} While accessing a floppy disk, the track address from the sector ID field was found to be different than the track address maintained by the controller"
,0xC0000167,STATUS_FLOPPY_UNKNOWN_ERROR,"{Floppy Disk Error} The floppy disk controller reported an error that is not recognized by the floppy disk driver"
,0xC0000168,STATUS_FLOPPY_BAD_REGISTERS,"{Floppy Disk Error} While accessing a floppy-disk, the controller returned inconsistent results via its registers"
,0xC0000169,STATUS_DISK_RECALIBRATE_FAILED,"{Hard Disk Error} While accessing the hard disk, a recalibrate operation failed, even after retries"
,0xC000016A,STATUS_DISK_OPERATION_FAILED,"{Hard Disk Error} While accessing the hard disk, a disk operation failed even after retries"
,0xC000016B,STATUS_DISK_RESET_FAILED,"{Hard Disk Error} While accessing the hard disk, a disk controller reset was needed, but even that failed"
,0xC000016C,STATUS_SHARED_IRQ_BUSY,"An attempt was made to open a device that was sharing an IRQ with other devices. At least one other device that uses that IRQ was already opened. Two concurrent opens of devices that share an IRQ and only work via interrupts is not supported for the particular bus type that the devices use"
,0xC000016D,STATUS_FT_ORPHANING,"{FT Orphaning} A disk that is part of a fault-tolerant volume can no longer be accessed"
,0xC000016E,STATUS_BIOS_FAILED_TO_CONNECT_INTERRUPT,"The system bios failed to connect a system interrupt to the device or bus for which the device is connected"
,0xC0000172,STATUS_PARTITION_FAILURE,"Tape could not be partitioned"
,0xC0000173,STATUS_INVALID_BLOCK_LENGTH,"When accessing a new tape of a multivolume partition, the current blocksize is incorrect"
,0xC0000174,STATUS_DEVICE_NOT_PARTITIONED,"Tape partition information could not be found when loading a tape"
,0xC0000175,STATUS_UNABLE_TO_LOCK_MEDIA,"Attempt to lock the eject media mechanism fails"
,0xC0000176,STATUS_UNABLE_TO_UNLOAD_MEDIA,"Unload media fails"
,0xC0000177,STATUS_EOM_OVERFLOW,"Physical end of tape was detected"
,0xC0000178,STATUS_NO_MEDIA,"{No Media} There is no media in the drive. Please insert media into drive %hs"
,0xC000017A,STATUS_NO_SUCH_MEMBER,"A member could not be added to or removed from the local group because the member does not exist"
,0xC000017B,STATUS_INVALID_MEMBER,"A new member could not be added to a local group because the member has the wrong account type"
,0xC000017C,STATUS_KEY_DELETED,"Illegal operation attempted on a registry key which has been marked for deletion"
,0xC000017D,STATUS_NO_LOG_SPACE,"System could not allocate required space in a registry log"
,0xC000017E,STATUS_TOO_MANY_SIDS,"Too many Sids have been specified"
,0xC000017F,STATUS_LM_CROSS_ENCRYPTION_REQUIRED,"An attempt was made to change a user password in the security account manager without providing the necessary LM cross-encrypted password"
,0xC0000180,STATUS_KEY_HAS_CHILDREN,"An attempt was made to create a symbolic link in a registry key that already has subkeys or values"
,0xC0000181,STATUS_CHILD_MUST_BE_VOLATILE,"An attempt was made to create a Stable subkey under a Volatile parent key"
,0xC0000182,STATUS_DEVICE_CONFIGURATION_ERROR,"The I/O device is configured incorrectly or the configuration parameters to the driver are incorrect"
,0xC0000183,STATUS_DRIVER_INTERNAL_ERROR,"An error was detected between two drivers or within an I/O driver"
,0xC0000184,STATUS_INVALID_DEVICE_STATE,"The device is not in a valid state to perform this request"
,0xC0000185,STATUS_IO_DEVICE_ERROR,"The I/O device reported an I/O error"
,0xC0000186,STATUS_DEVICE_PROTOCOL_ERROR,"A protocol error was detected between the driver and the device"
,0xC0000187,STATUS_BACKUP_CONTROLLER,"This operation is only allowed for the Primary Domain Controller of the domain"
,0xC0000188,STATUS_LOG_FILE_FULL,"Log file space is insufficient to support this operation"
,0xC0000189,STATUS_TOO_LATE,"A write operation was attempted to a volume after it was dismounted"
,0xC000018A,STATUS_NO_TRUST_LSA_SECRET,"The workstation does not have a trust secret for the primary domain in the local LSA database"
,0xC000018B,STATUS_NO_TRUST_SAM_ACCOUNT,"The SAM database on the Windows Server does not have a computer account for this workstation trust relationship"
4625,0xC000018C,STATUS_TRUSTED_DOMAIN_FAILURE,"The logon request failed because the trust relationship between the primary domain and the trusted domain failed"
,0xC000018D,STATUS_TRUSTED_RELATIONSHIP_FAILURE,"The logon request failed because the trust relationship between this workstation and the primary domain failed"
,0xC000018E,STATUS_EVENTLOG_FILE_CORRUPT,"The Eventlog log file is corrupt"
,0xC000018F,STATUS_EVENTLOG_CANT_START,"No Eventlog log file could be opened. The Eventlog service did not start"
,0xC0000190,STATUS_TRUST_FAILURE,"The network logon failed. This may be because the validation authority can't be reached"
,0xC0000191,STATUS_MUTANT_LIMIT_EXCEEDED,"An attempt was made to acquire a mutant such that its maximum count would have been exceeded"
4625,0xC0000192,STATUS_NETLOGON_NOT_STARTED,"An attempt was made to logon, but the netlogon service was not started"
4625,0xC0000193,STATUS_ACCOUNT_EXPIRED,"The user's account has expired"
,0xC0000194,STATUS_POSSIBLE_DEADLOCK,"{EXCEPTION} Possible deadlock condition"
,0xC0000195,STATUS_NETWORK_CREDENTIAL_CONFLICT,"Multiple connections to a server or shared resource by the same user, using more than one user name, are not allowed. Disconnect all previous connections to the server or shared resource and try again"
,0xC0000196,STATUS_REMOTE_SESSION_LIMIT,"An attempt was made to establish a session to a network server, but there are already too many sessions established to that server"
,0xC0000197,STATUS_EVENTLOG_FILE_CHANGED,"The log file has changed between reads"
,0xC0000198,STATUS_NOLOGON_INTERDOMAIN_TRUST_ACCOUNT,"The account used is an Interdomain Trust account. Use your global user account or local user account to access this server"
,0xC0000199,STATUS_NOLOGON_WORKSTATION_TRUST_ACCOUNT,"The account used is a Computer Account. Use your global user account or local user account to access this server"
,0xC000019A,STATUS_NOLOGON_SERVER_TRUST_ACCOUNT,"The account used is an Server Trust account. Use your global user account or local user account to access this server"
,0xC000019B,STATUS_DOMAIN_TRUST_INCONSISTENT,"The name or SID of the domain specified is inconsistent with the trust information for that domain"
,0xC000019C,STATUS_FS_DRIVER_REQUIRED,"A volume has been accessed for which a file system driver is required that has not yet been loaded"
,0xC000019D,STATUS_IMAGE_ALREADY_LOADED_AS_DLL,"Indicates that the specified image is already loaded as a DLL"
,0xC000019E,STATUS_INCOMPATIBLE_WITH_GLOBAL_SHORT_NAME_REGISTRY_SETTING,"Short name settings may not be changed on this volume due to the global registry setting"
,0xC000019F,STATUS_SHORT_NAMES_NOT_ENABLED_ON_VOLUME,"Short names are not enabled on this volume"
,0xC00001A0,STATUS_SECURITY_STREAM_IS_INCONSISTENT,"The security stream for the given volume is in an inconsistent state. Please run CHKDSK on the volume"
,0xC00001A1,STATUS_INVALID_LOCK_RANGE,"A requested file lock operation cannot be processed due to an invalid byte range"
,0xC00001A2,STATUS_INVALID_ACE_CONDITION,"{Invalid ACE Condition} The specified access control entry (ACE) contains an invalid condition"
,0xC00001A3,STATUS_IMAGE_SUBSYSTEM_NOT_PRESENT,"The subsystem needed to support the image type is not present"
,0xC00001A4,STATUS_NOTIFICATION_GUID_ALREADY_DEFINED,"{Invalid ACE Condition} The specified file already has a notification GUID associated with it"
,0xC00001A5,STATUS_INVALID_EXCEPTION_HANDLER,"An invalid exception handler routine has been detected"
,0xC00001A6,STATUS_DUPLICATE_PRIVILEGES,"Duplicate privileges were specified for the token"
,0xC00001A7,STATUS_NOT_ALLOWED_ON_SYSTEM_FILE,"Requested action not allowed on a file system internal file"
,0xC00001A8,STATUS_REPAIR_NEEDED,"A portion of the file system requires repair"
,0xC00001A9,STATUS_QUOTA_NOT_ENABLED,"Quota support is not enabled on the system"
,0xC00001AA,STATUS_NO_APPLICATION_PACKAGE,"The operation failed because the application is not part of an application package"
,0xC00001AB,STATUS_FILE_METADATA_OPTIMIZATION_IN_PROGRESS,"File metadata optimization is already in progress"
,0xC00001AC,STATUS_NOT_SAME_OBJECT,"The objects are not identical"
,0xC00001AD,STATUS_FATAL_MEMORY_EXHAUSTION,"The process has terminated because it could not allocate additional memory"
,0xC00001AE,STATUS_ERROR_PROCESS_NOT_IN_JOB,"The process is not part of a job"
,0xC00001AF,STATUS_CPU_SET_INVALID,"The specified CPU Set IDs are invalid"
,0xC0000201,STATUS_NETWORK_OPEN_RESTRICTION,"A remote open failed because the network open restrictions were not satisfied"
,0xC0000202,STATUS_NO_USER_SESSION_KEY,"There is no user session key for the specified logon session"
,0xC0000203,STATUS_USER_SESSION_DELETED,"The remote user session has been deleted"
,0xC0000204,STATUS_RESOURCE_LANG_NOT_FOUND,"Indicates the specified resource language ID cannot be found in the image file"
,0xC0000205,STATUS_INSUFF_SERVER_RESOURCES,"Insufficient server resources exist to complete the request"
,0xC0000206,STATUS_INVALID_BUFFER_SIZE,"The size of the buffer is invalid for the specified operation"
,0xC0000207,STATUS_INVALID_ADDRESS_COMPONENT,"The transport rejected the network address specified as invalid"
,0xC0000208,STATUS_INVALID_ADDRESS_WILDCARD,"The transport rejected the network address specified due to an invalid use of a wildcard"
,0xC0000209,STATUS_TOO_MANY_ADDRESSES,"The transport address could not be opened because all the available addresses are in use"
,0xC000020A,STATUS_ADDRESS_ALREADY_EXISTS,"The transport address could not be opened because it already exists"
,0xC000020B,STATUS_ADDRESS_CLOSED,"The transport address is now closed"
,0xC000020C,STATUS_CONNECTION_DISCONNECTED,"The transport connection is now disconnected"
,0xC000020D,STATUS_CONNECTION_RESET,"The transport connection has been reset"
,0xC000020E,STATUS_TOO_MANY_NODES,"The transport cannot dynamically acquire any more nodes"
,0xC000020F,STATUS_TRANSACTION_ABORTED,"The transport aborted a pending transaction"
,0xC0000210,STATUS_TRANSACTION_TIMED_OUT,"The transport timed out a request waiting for a response"
,0xC0000211,STATUS_TRANSACTION_NO_RELEASE,"The transport did not receive a release for a pending response"
,0xC0000212,STATUS_TRANSACTION_NO_MATCH,"The transport did not find a transaction matching the specific token"
,0xC0000213,STATUS_TRANSACTION_RESPONDED,"The transport had previously responded to a transaction request"
,0xC0000214,STATUS_TRANSACTION_INVALID_ID,"The transport does not recognized the transaction request identifier specified"
,0xC0000215,STATUS_TRANSACTION_INVALID_TYPE,"The transport does not recognize the transaction request type specified"
,0xC0000216,STATUS_NOT_SERVER_SESSION,"The transport can only process the specified request on the server side of a session"
,0xC0000217,STATUS_NOT_CLIENT_SESSION,"The transport can only process the specified request on the client side of a session"
,0xC0000218,STATUS_CANNOT_LOAD_REGISTRY_FILE,"{Registry File Failure} The registry cannot load the hive (file): %hs or its log or alternate. It is corrupt, absent, or not writable"
,0xC0000219,STATUS_DEBUG_ATTACH_FAILED,"{Unexpected Failure in DebugActiveProcess} An unexpected failure occurred while processing a DebugActiveProcess API request. You may choose OK to terminate the process, or Cancel to ignore the error"
,0xC000021A,STATUS_SYSTEM_PROCESS_TERMINATED,"{Fatal System Error} The %hs system process terminated unexpectedly with a status of 0x%08x (0x%08x 0x%08x). The system has been shut down"
,0xC000021B,STATUS_DATA_NOT_ACCEPTED,"{Data Not Accepted} The TDI client could not handle the data received during an indication"
,0xC000021C,STATUS_NO_BROWSER_SERVERS_FOUND,"{Unable to Retrieve Browser Server List} The list of servers for this workgroup is not currently available"
,0xC000021D,STATUS_VDM_HARD_ERROR,"NTVDM encountered a hard error"
,0xC000021E,STATUS_DRIVER_CANCEL_TIMEOUT,"{Cancel Timeout} The driver %hs failed to complete a cancelled I/O request in the allotted time"
,0xC000021F,STATUS_REPLY_MESSAGE_MISMATCH,"{Reply Message Mismatch} An attempt was made to reply to an LPC message, but the thread specified by the client ID in the message was not waiting on that message"
,0xC0000220,STATUS_MAPPED_ALIGNMENT,"{Mapped View Alignment Incorrect} An attempt was made to map a view of a file, but either the specified base address or the offset into the file were not aligned on the proper allocation granularity"
,0xC0000221,STATUS_IMAGE_CHECKSUM_MISMATCH,"{Bad Image Checksum} The image %hs is possibly corrupt. The header checksum does not match the computed checksum"
,0xC0000222,STATUS_LOST_WRITEBEHIND_DATA,"{Delayed Write Failed} Windows was unable to save all the data for the file %hs. The data has been lost. This error may be caused by a failure of your computer hardware or network connection. Please try to save this file elsewhere"
,0xC0000223,STATUS_CLIENT_SERVER_PARAMETERS_INVALID,"The parameter(s) passed to the server in the client/server shared memory window were invalid. Too much data may have been put in the shared memory window"
4625,0xC0000224,STATUS_PASSWORD_MUST_CHANGE,"The user's password must be changed before signing in"
4625,0xC0000225,STATUS_NOT_FOUND,"The object was not found"
,0xC0000226,STATUS_NOT_TINY_STREAM,"The stream is not a tiny stream"
,0xC0000227,STATUS_RECOVERY_FAILURE,"A transaction recover failed"
,0xC0000228,STATUS_STACK_OVERFLOW_READ,"The request must be handled by the stack overflow code"
,0xC0000229,STATUS_FAIL_CHECK,"A consistency check failed"
,0xC000022A,STATUS_DUPLICATE_OBJECTID,"The attempt to insert the ID in the index failed because the ID is already in the index"
,0xC000022B,STATUS_OBJECTID_EXISTS,"The attempt to set the object's ID failed because the object already has an ID"
,0xC000022C,STATUS_CONVERT_TO_LARGE,"Internal OFS status codes indicating how an allocation operation is handled. Either it is retried after the containing onode is moved or the extent stream is converted to a large stream"
,0xC000022D,STATUS_RETRY,"The request needs to be retried"
,0xC000022E,STATUS_FOUND_OUT_OF_SCOPE,"The attempt to find the object found an object matching by ID on the volume but it is out of the scope of the handle used for the operation"
,0xC000022F,STATUS_ALLOCATE_BUCKET,"The bucket array must be grown. Retry transaction after doing so"
,0xC0000230,STATUS_PROPSET_NOT_FOUND,"The property set specified does not exist on the object"
,0xC0000231,STATUS_MARSHALL_OVERFLOW,"The user/kernel marshalling buffer has overflowed"
,0xC0000232,STATUS_INVALID_VARIANT,"The supplied variant structure contains invalid data"
,0xC0000233,STATUS_DOMAIN_CONTROLLER_NOT_FOUND,"Could not find a domain controller for this domain"
4625,0xC0000234,STATUS_ACCOUNT_LOCKED_OUT,"The user account has been automatically locked because too many invalid logon attempts or password change attempts have been requested"
,0xC0000235,STATUS_HANDLE_NOT_CLOSABLE,"NtClose was called on a handle that was protected from close via NtSetInformationObject"
,0xC0000236,STATUS_CONNECTION_REFUSED,"The transport connection attempt was refused by the remote system"
,0xC0000237,STATUS_GRACEFUL_DISCONNECT,"The transport connection was gracefully closed"
,0xC0000238,STATUS_ADDRESS_ALREADY_ASSOCIATED,"The transport endpoint already has an address associated with it"
,0xC0000239,STATUS_ADDRESS_NOT_ASSOCIATED,"An address has not yet been associated with the transport endpoint"
,0xC000023A,STATUS_CONNECTION_INVALID,"An operation was attempted on a nonexistent transport connection"
,0xC000023B,STATUS_CONNECTION_ACTIVE,"An invalid operation was attempted on an active transport connection"
,0xC000023C,STATUS_NETWORK_UNREACHABLE,"The remote network is not reachable by the transport"
,0xC000023D,STATUS_HOST_UNREACHABLE,"The remote system is not reachable by the transport"
,0xC000023E,STATUS_PROTOCOL_UNREACHABLE,"The remote system does not support the transport protocol"
